IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.210.65.1,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.217.145.40,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,0 kB/s
8.210.66.190,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
47.236.149.107,2052,false,SIN,Asia Pacific,Singapore,228 ms,0 kB/s
47.242.202.230,2082,false,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
47.236.145.85,2095,false,SIN,Asia Pacific,Singapore,235 ms,0 kB/s
8.218.18.235,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,0 kB/s
8.217.248.220,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,0 kB/s
47.243.60.150,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,0 kB/s
8.218.122.55,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,0 kB/s
34.49.212.232,80,false,LAX,North America,Los Angeles,303 ms,10801 kB/s
35.244.181.58,80,false,SJC,North America,San Jose,607 ms,8258 kB/s
34.49.199.30,80,false,LAX,North America,Los Angeles,275 ms,6404 kB/s
34.117.254.68,80,false,LAX,North America,Los Angeles,299 ms,4898 kB/s
34.160.118.77,80,false,LAX,North America,Los Angeles,310 ms,4408 kB/s
34.110.234.120,80,false,LAX,North America,Los Angeles,275 ms,4016 kB/s
34.110.227.66,80,false,LAX,North America,Los Angeles,259 ms,3629 kB/s
35.247.124.181,80,false,SEA,North America,Seattle,298 ms,695 kB/s
34.111.135.19,80,false,LAX,North America,Los Angeles,288 ms,83 kB/s
34.93.79.152,80,false,BOM,Asia Pacific,Mumbai,454 ms,50 kB/s
35.232.39.116,80,false,DFW,North America,Dallas,350 ms,32 kB/s
34.93.226.165,80,false,BOM,Asia Pacific,Mumbai,467 ms,0 kB/s
34.160.118.77,80,false,LAX,North America,Los Angeles,312 ms,9903 kB/s
152.70.155.147,80,false,LAX,North America,Los Angeles,268 ms,7555 kB/s
152.70.155.147,8880,false,LAX,North America,Los Angeles,265 ms,5425 kB/s
152.70.155.147,2052,false,LAX,North America,Los Angeles,266 ms,4509 kB/s
152.70.155.147,2086,false,LAX,North America,Los Angeles,264 ms,4055 kB/s
152.70.155.147,2095,false,LAX,North America,Los Angeles,261 ms,3599 kB/s
152.70.155.147,8080,false,LAX,North America,Los Angeles,258 ms,3163 kB/s
152.70.155.147,2082,false,LAX,North America,Los Angeles,264 ms,2957 kB/s
193.123.233.143,2083,false,NRT,Asia Pacific,Tokyo,61 ms,2869 kB/s
146.56.133.140,2083,false,NRT,Asia Pacific,Tokyo,76 ms,2028 kB/s
193.123.233.143,2096,false,NRT,Asia Pacific,Tokyo,76 ms,1921 kB/s
146.56.162.25,80,false,ICN,Asia Pacific,Seoul,73 ms,566 kB/s
158.179.164.17,2052,false,ICN,Asia Pacific,Seoul,161 ms,300 kB/s
129.151.152.254,80,false,AMS,Europe,Amsterdam,246 ms,278 kB/s
144.24.85.158,80,false,ICN,Asia Pacific,Seoul,136 ms,191 kB/s
140.238.29.117,443,false,NRT,Asia Pacific,Tokyo,75 ms,73 kB/s
34.93.226.165,80,false,BOM,Asia Pacific,Mumbai,457 ms,69 kB/s
138.3.253.140,8080,false,FRA,Europe,Frankfurt,268 ms,55 kB/s
34.49.199.30,80,false,LAX,North America,Los Angeles,269 ms,0 kB/s
146.56.133.140,2096,false,NRT,Asia Pacific,Tokyo,69 ms,0 kB/s
13.230.34.30,80,false,NRT,Asia Pacific,Tokyo,76 ms,17318 kB/s
13.124.44.168,80,false,ICN,Asia Pacific,Seoul,104 ms,14926 kB/s
52.57.229.96,80,false,FRA,Europe,Frankfurt,184 ms,671 kB/s
54.194.162.247,80,false,DUB,Europe,Dublin,206 ms,140 kB/s
54.233.145.43,80,false,GIG,South America,Rio de Janeiro,352 ms,119 kB/s
13.126.254.121,80,false,BOM,Asia Pacific,Mumbai,306 ms,77 kB/s
